"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","year_filed","scdb_id","stingsAsFactors"
"justice blackmun","concurring",FALSE,"Jones v. Barnes",1983-07-05,"463 U.S. 745",1983,"1982-155",FALSE
"justice brennan","dissenting",FALSE,"Jones v. Barnes",1983-07-05,"463 U.S. 745",1983,"1982-155",FALSE
"justice stewart","dissenting",TRUE,"Gomez v. Perez",1973-01-17,"409 U.S. 535",1973,"1972-042",FALSE
"justice kagan","majority",FALSE,"Miller v. Alabama",2012-06-25,"132 S. Ct. 2455",2012,"2011-074",FALSE
"justice breyer","concurring",FALSE,"Miller v. Alabama",2012-06-25,"132 S. Ct. 2455",2012,"2011-074",FALSE
"justice roberts","dissenting",FALSE,"Miller v. Alabama",2012-06-25,"132 S. Ct. 2455",2012,"2011-074",FALSE
"justice thomas","second_dissenting",FALSE,"Miller v. Alabama",2012-06-25,"132 S. Ct. 2455",2012,"2011-074",FALSE
"justice stevens","majority",FALSE,"National Farmers Union Ins. Cos. v. Crow Tribe",1985-06-03,"471 U.S. 845",1985,"1984-111",FALSE
"justice burger","dissenting",TRUE,"Harris v. Washington",1971-11-16,"404 U.S. 55",1971,"1971-011",FALSE
"justice blackmun","second_dissenting",TRUE,"Harris v. Washington",1971-11-16,"404 U.S. 55",1971,"1971-011",FALSE
"justice scalia","majority",FALSE,"ICC v. Locomotive Engineers",1987-06-08,"482 U.S. 270",1987,"1986-117",FALSE
"justice stevens","concurring",FALSE,"ICC v. Locomotive Engineers",1987-06-08,"482 U.S. 270",1987,"1986-117",FALSE
"justice thomas","majority",FALSE,"Pasquantino v. United States",2005-04-26,"544 U.S. 349",2005,"2004-041",FALSE
"justice ginsburg","dissenting",FALSE,"Pasquantino v. United States",2005-04-26,"544 U.S. 349",2005,"2004-041",FALSE
"justice kennedy","majority",FALSE,"Caron v. United States",1998-06-22,"524 U.S. 308",1998,"1997-090",FALSE
"justice thomas","dissenting",FALSE,"Caron v. United States",1998-06-22,"524 U.S. 308",1998,"1997-090",FALSE
"justice burger","majority",FALSE,"Jimenez v. Weinberger",1974-06-19,"417 U.S. 628",1974,"1973-144",FALSE
"justice rehnquist","dissenting",FALSE,"Jimenez v. Weinberger",1974-06-19,"417 U.S. 628",1974,"1973-144",FALSE
"justice o'connor","majority",FALSE,"Richmond v. Lewis",1992-12-01,"506 U.S. 40",1992,"1992-006",FALSE
"justice thomas","concurring",FALSE,"Richmond v. Lewis",1992-12-01,"506 U.S. 40",1992,"1992-006",FALSE
"justice scalia","dissenting",FALSE,"Richmond v. Lewis",1992-12-01,"506 U.S. 40",1992,"1992-006",FALSE
"justice powell","majority",FALSE,"Youngberg v. Romeo",1982-06-18,"457 U.S. 307",1982,"1981-124",FALSE
"justice blackmun","concurring",FALSE,"Youngberg v. Romeo",1982-06-18,"457 U.S. 307",1982,"1981-124",FALSE
"justice thomas","majority",FALSE,"Carter v. United States",2000-06-12,"530 U.S. 255",2000,"1999-076",FALSE
"justice ginsburg","dissenting",FALSE,"Carter v. United States",2000-06-12,"530 U.S. 255",2000,"1999-076",FALSE
"justice o'connor","majority",FALSE,"Sullivan v. Hudson",1989-06-12,"490 U.S. 877",1989,"1988-108",FALSE
"justice white","dissenting",FALSE,"Sullivan v. Hudson",1989-06-12,"490 U.S. 877",1989,"1988-108",FALSE
"justice brennan","majority",FALSE,"Sun Ship, Inc. v. Pennsylvania",1980-08-22,"447 U.S. 715",1980,"1979-132",FALSE
"justice white","majority",FALSE,"North Ga. Finishing, Inc. v. Di-Chem, Inc.",1975-01-22,"419 U.S. 601",1975,"1974-029",FALSE
"justice stewart","concurring",FALSE,"North Ga. Finishing, Inc. v. Di-Chem, Inc.",1975-01-22,"419 U.S. 601",1975,"1974-029",FALSE
"justice thomas","majority",FALSE,"Kingdomware Technologies, Inc. v. United States",2016-06-16,"195 L. Ed. 2d 334",2016,"2015-017",FALSE
"justice souter","majority",FALSE,"Field v. Mans",1995-11-28,"516 U.S. 59",1995,"1995-006",FALSE
"justice ginsburg","concurring",FALSE,"Field v. Mans",1995-11-28,"516 U.S. 59",1995,"1995-006",FALSE
"justice breyer","dissenting",FALSE,"Field v. Mans",1995-11-28,"516 U.S. 59",1995,"1995-006",FALSE
"justice stevens","dissenting",TRUE,"Florida v. Meyers",1984-04-23,"466 U.S. 380",1984,"1983-078",FALSE
"justice stewart","majority",FALSE,"Jenness v. Fortson",1971-10-12,"403 U.S. 431",1971,"1970-136",FALSE
"justice white","majority",FALSE,"Cleburne v. Cleburne Living Center, Inc.",1985-07-01,"473 U.S. 432",1985,"1984-158",FALSE
"justice stevens","concurring",FALSE,"Cleburne v. Cleburne Living Center, Inc.",1985-07-01,"473 U.S. 432",1985,"1984-158",FALSE
"justice douglas","dissenting",TRUE,"Department of Motor Vehicles of Cal. v. Rios",1973-02-26,"410 U.S. 425",1973,"1972-061",FALSE
"justice stevens","majority",FALSE,"Los Angeles Dept. of Water and Power v. Manhart",1978-04-25,"435 U.S. 702",1978,"1977-070",FALSE
"justice blackmun","concurring",FALSE,"Los Angeles Dept. of Water and Power v. Manhart",1978-04-25,"435 U.S. 702",1978,"1977-070",FALSE
"justice kennedy","majority",FALSE,"Board of Regents of Univ. of Wis. System v. Southworth",2000-03-22,"529 U.S. 217",2000,"1999-041",FALSE
"justice souter","concurring",FALSE,"Board of Regents of Univ. of Wis. System v. Southworth",2000-03-22,"529 U.S. 217",2000,"1999-041",FALSE
"justice kennedy","majority",FALSE,"Illinois v. Perkins",1990-06-04,"496 U.S. 292",1990,"1989-102",FALSE
"justice brennan","concurring",FALSE,"Illinois v. Perkins",1990-06-04,"496 U.S. 292",1990,"1989-102",FALSE
"justice marshall","dissenting",FALSE,"Illinois v. Perkins",1990-06-04,"496 U.S. 292",1990,"1989-102",FALSE
"justice scalia","majority",FALSE,"St. Mary's Honor Center v. Hicks",1993-06-25,"509 U.S. 502",1993,"1992-112",FALSE
"justice souter","dissenting",FALSE,"St. Mary's Honor Center v. Hicks",1993-06-25,"509 U.S. 502",1993,"1992-112",FALSE
"justice marshall","majority",FALSE,"West Virginia v. United States",1987-01-13,"479 U.S. 305",1987,"1986-017",FALSE
"justice scalia","majority",FALSE,"Radlax Gateway Hotel, LLC v. Amalgamated Bank",2012-05-29,"132 S. Ct. 2065",2012,"2011-059",FALSE
"justice marshall","majority",FALSE,"Tuten v. United States",1983-03-30,"460 U.S. 660",1983,"1982-052",FALSE
"justice rehnquist","majority",FALSE,"Paulsen v. Commissioner",1985-01-08,"469 U.S. 131",1985,"1984-012",FALSE
"justice o'connor","dissenting",FALSE,"Paulsen v. Commissioner",1985-01-08,"469 U.S. 131",1985,"1984-012",FALSE
"justice o'connor","majority",FALSE,"Hazen Paper Co. v. Biggins",1993-04-20,"507 U.S. 604",1993,"1992-056",FALSE
"justice kennedy","concurring",FALSE,"Hazen Paper Co. v. Biggins",1993-04-20,"507 U.S. 604",1993,"1992-056",FALSE
"justice powell","majority",FALSE,"Lockheed Aircraft Corp. v. United States",1983-02-23,"460 U.S. 190",1983,"1982-035",FALSE
"justice rehnquist","dissenting",FALSE,"Lockheed Aircraft Corp. v. United States",1983-02-23,"460 U.S. 190",1983,"1982-035",FALSE
"justice stevens","majority",FALSE,"United States v. Swank",1981-05-18,"451 U.S. 571",1981,"1980-091",FALSE
"justice white","dissenting",FALSE,"United States v. Swank",1981-05-18,"451 U.S. 571",1981,"1980-091",FALSE
"justice scalia","majority",FALSE,"New York State Bd. of Elections v. López Torres",2008-01-16,"552 U.S. 196",2008,"2007-013",FALSE
"justice stevens","concurring",FALSE,"New York State Bd. of Elections v. López Torres",2008-01-16,"552 U.S. 196",2008,"2007-013",FALSE
"justice burger","majority",FALSE,"United States v. Little Lake Misere Land Co.",1973-06-18,"412 U.S. 580",1973,"1972-146",FALSE
"justice stewart","concurring",FALSE,"United States v. Little Lake Misere Land Co.",1973-06-18,"412 U.S. 580",1973,"1972-146",FALSE
"justice marshall","dissenting",TRUE,"In Re Demos",1991-04-29,"500 U.S. 16",1991,"1990-067",FALSE
"justice white","majority",FALSE,"Cheek v. United States",1991-01-08,"498 U.S. 192",1991,"1990-019",FALSE
"justice scalia","concurring",FALSE,"Cheek v. United States",1991-01-08,"498 U.S. 192",1991,"1990-019",FALSE
"justice blackmun","dissenting",FALSE,"Cheek v. United States",1991-01-08,"498 U.S. 192",1991,"1990-019",FALSE
"justice brennan","majority",FALSE,"Cort v. Ash",1975-06-17,"422 U.S. 66",1975,"1974-124",FALSE
"justice kennedy","majority",FALSE,"Norfolk & Western R. Co. v. Train Dispatchers",1991-03-19,"499 U.S. 117",1991,"1990-045",FALSE
"justice stevens","dissenting",FALSE,"Norfolk & Western R. Co. v. Train Dispatchers",1991-03-19,"499 U.S. 117",1991,"1990-045",FALSE
"justice o'connor","majority",FALSE,"United States v. Craft",2002-04-17,"535 U.S. 274",2002,"2001-039",FALSE
"justice scalia","dissenting",FALSE,"United States v. Craft",2002-04-17,"535 U.S. 274",2002,"2001-039",FALSE
"justice thomas","second_dissenting",FALSE,"United States v. Craft",2002-04-17,"535 U.S. 274",2002,"2001-039",FALSE
"justice stevens","majority",FALSE,"Mississippi Power & Light Co. v. Mississippi Ex Rel. Moore",1988-06-24,"487 U.S. 354",1988,"1987-140",FALSE
"justice scalia","concurring",FALSE,"Mississippi Power & Light Co. v. Mississippi Ex Rel. Moore",1988-06-24,"487 U.S. 354",1988,"1987-140",FALSE
"justice brennan","dissenting",FALSE,"Mississippi Power & Light Co. v. Mississippi Ex Rel. Moore",1988-06-24,"487 U.S. 354",1988,"1987-140",FALSE
"justice souter","majority",FALSE,"Watson v. United States",2007-12-10,"552 U.S. 74",2007,"2007-006",FALSE
"justice ginsburg","concurring",FALSE,"Watson v. United States",2007-12-10,"552 U.S. 74",2007,"2007-006",FALSE
"justice scalia","majority",FALSE,"Jesinoski v. Countrywide Home Loans, Inc.",2015-01-13,"135 S. Ct. 790",2015,"2014-014",FALSE
"justice white","majority",FALSE,"Stanley v. Illinois",1972-04-03,"405 U.S. 645",1972,"1971-087",FALSE
"justice burger","dissenting",FALSE,"Stanley v. Illinois",1972-04-03,"405 U.S. 645",1972,"1971-087",FALSE
"justice scalia","majority",FALSE,"Reno v. Flores",1993-03-23,"507 U.S. 292",1993,"1992-044",FALSE
"justice o'connor","concurring",FALSE,"Reno v. Flores",1993-03-23,"507 U.S. 292",1993,"1992-044",FALSE
"justice stevens","dissenting",FALSE,"Reno v. Flores",1993-03-23,"507 U.S. 292",1993,"1992-044",FALSE
"justice thomas","majority",FALSE,"Sandoz Inc. v. Amgen Inc.",2017-06-12,"198 L. Ed. 2d 114",2017,"2016-074",FALSE
"justice breyer","concurring",FALSE,"Sandoz Inc. v. Amgen Inc.",2017-06-12,"198 L. Ed. 2d 114",2017,"2016-074",FALSE
"justice stevens","majority",FALSE,"Franchise Tax Board of California v. USPS",1984-06-11,"467 U.S. 512",1984,"1983-122",FALSE
"justice white","majority",FALSE,"FTC v. Sperry & Hutchinson Co.",1972-03-01,"405 U.S. 233",1972,"1971-068",FALSE
"justice white","dissenting",TRUE,"Eeoc v. Flra",1986-04-29,"476 U.S. 19",1986,"1985-075",FALSE
"justice stevens","second_dissenting",TRUE,"Eeoc v. Flra",1986-04-29,"476 U.S. 19",1986,"1985-075",FALSE
"justice ginsburg","majority",FALSE,"Henderson v. United States",1996-06-03,"517 U.S. 654",1996,"1995-054",FALSE
"justice scalia","concurring",FALSE,"Henderson v. United States",1996-06-03,"517 U.S. 654",1996,"1995-054",FALSE
"justice thomas","dissenting",FALSE,"Henderson v. United States",1996-06-03,"517 U.S. 654",1996,"1995-054",FALSE
"justice stewart","majority",FALSE,"Democratic Party of United States v. Wisconsin Ex Rel. La Follette",1981-02-25,"450 U.S. 107",1981,"1980-043",FALSE
"justice powell","dissenting",FALSE,"Democratic Party of United States v. Wisconsin Ex Rel. La Follette",1981-02-25,"450 U.S. 107",1981,"1980-043",FALSE
"justice brennan","majority",FALSE,"Atlantic Richfield Co. v. USA Petroleum Co.",1990-05-14,"495 U.S. 328",1990,"1989-076",FALSE
"justice stevens","dissenting",FALSE,"Atlantic Richfield Co. v. USA Petroleum Co.",1990-05-14,"495 U.S. 328",1990,"1989-076",FALSE
"justice burger","majority",FALSE,"Goldfarb v. Virginia State Bar",1975-10-06,"421 U.S. 773",1975,"1974-116",FALSE
"justice stevens","majority",FALSE,"Quality King Distributors, Inc. v. L'Anza Research Int'l, Inc.",1998-03-09,"523 U.S. 135",1998,"1997-039",FALSE
"justice ginsburg","concurring",FALSE,"Quality King Distributors, Inc. v. L'Anza Research Int'l, Inc.",1998-03-09,"523 U.S. 135",1998,"1997-039",FALSE
"justice ginsburg","majority",FALSE,"Lee v. Kemna",2002-01-22,"534 U.S. 362",2002,"2001-019",FALSE
"justice kennedy","dissenting",FALSE,"Lee v. Kemna",2002-01-22,"534 U.S. 362",2002,"2001-019",FALSE
"justice marshall","majority",FALSE,"United States v. Kimbell Foods, Inc.",1979-04-02,"440 U.S. 715",1979,"1978-068",FALSE
"justice stewart","majority",FALSE,"Kusper v. Pontikes",1973-11-19,"414 U.S. 51",1973,"1973-012",FALSE
"justice blackmun","dissenting",FALSE,"Kusper v. Pontikes",1973-11-19,"414 U.S. 51",1973,"1973-012",FALSE
"justice rehnquist","second_dissenting",FALSE,"Kusper v. Pontikes",1973-11-19,"414 U.S. 51",1973,"1973-012",FALSE
"justice marshall","majority",FALSE,"Goodyear Atomic Corp. v. Miller",1988-05-23,"486 U.S. 174",1988,"1987-087",FALSE
"justice white","dissenting",FALSE,"Goodyear Atomic Corp. v. Miller",1988-05-23,"486 U.S. 174",1988,"1987-087",FALSE
"justice ginsburg","majority",FALSE,"United States v. Hayes",2009-02-24,"555 U.S. 415",2009,"2008-024",FALSE
"justice roberts","dissenting",FALSE,"United States v. Hayes",2009-02-24,"555 U.S. 415",2009,"2008-024",FALSE
"justice powell","majority",FALSE,"San Antonio Independent School Dist. v. Rodriguez",1973-04-23,"411 U.S. 1",1973,"1972-083",FALSE
"justice stewart","concurring",FALSE,"San Antonio Independent School Dist. v. Rodriguez",1973-04-23,"411 U.S. 1",1973,"1972-083",FALSE
"justice brennan","dissenting",FALSE,"San Antonio Independent School Dist. v. Rodriguez",1973-04-23,"411 U.S. 1",1973,"1972-083",FALSE
"justice white","second_dissenting",FALSE,"San Antonio Independent School Dist. v. Rodriguez",1973-04-23,"411 U.S. 1",1973,"1972-083",FALSE
"justice stevens","majority",FALSE,"Clackamas Gastroenterology Associates, PC v. Wells",2003-04-22,"538 U.S. 440",2003,"2002-042",FALSE
"justice ginsburg","dissenting",FALSE,"Clackamas Gastroenterology Associates, PC v. Wells",2003-04-22,"538 U.S. 440",2003,"2002-042",FALSE
"justice thomas","majority",FALSE,"Ryan v. Valencia Gonzales",2013-01-08,"133 S. Ct. 696",2013,"2012-009",FALSE
"justice white","majority",FALSE,"Williams v. United States",1971-04-05,"401 U.S. 646",1971,"1970-073",FALSE
"justice brennan","majority",FALSE,"NLRB v. City Disposal Systems, Inc.",1984-03-21,"465 U.S. 822",1984,"1983-055",FALSE
"justice o'connor","dissenting",FALSE,"NLRB v. City Disposal Systems, Inc.",1984-03-21,"465 U.S. 822",1984,"1983-055",FALSE
"justice white","majority",FALSE,"ETSI Pipeline Project v. Missouri",1988-02-23,"484 U.S. 495",1988,"1987-029",FALSE
"justice blackmun","majority",FALSE,"United States v. DiFrancesco",1980-12-09,"449 U.S. 117",1980,"1980-011",FALSE
"justice brennan","dissenting",FALSE,"United States v. DiFrancesco",1980-12-09,"449 U.S. 117",1980,"1980-011",FALSE
"justice stevens","second_dissenting",FALSE,"United States v. DiFrancesco",1980-12-09,"449 U.S. 117",1980,"1980-011",FALSE
"justice white","majority",FALSE,"Meachum v. Fano",1976-06-25,"427 U.S. 215",1976,"1975-151",FALSE
"justice stevens","dissenting",FALSE,"Meachum v. Fano",1976-06-25,"427 U.S. 215",1976,"1975-151",FALSE
"justice stevens","majority",FALSE,"Maryland v. Garrison",1987-02-24,"480 U.S. 79",1987,"1986-036",FALSE
"justice blackmun","dissenting",FALSE,"Maryland v. Garrison",1987-02-24,"480 U.S. 79",1987,"1986-036",FALSE
"justice o'connor","majority",FALSE,"Tibbs v. Florida",1982-06-07,"457 U.S. 31",1982,"1981-109",FALSE
"justice white","dissenting",FALSE,"Tibbs v. Florida",1982-06-07,"457 U.S. 31",1982,"1981-109",FALSE
"justice kennedy","majority",FALSE,"Skinner v. Railway Labor Executives' Assn.",1989-03-21,"489 U.S. 602",1989,"1988-054",FALSE
"justice stevens","concurring",FALSE,"Skinner v. Railway Labor Executives' Assn.",1989-03-21,"489 U.S. 602",1989,"1988-054",FALSE
"justice marshall","dissenting",FALSE,"Skinner v. Railway Labor Executives' Assn.",1989-03-21,"489 U.S. 602",1989,"1988-054",FALSE
"justice burger","dissenting",TRUE,"Vance v. Universal Amusement Co.",1980-05-12,"445 U.S. 308",1980,"1979-056",FALSE
"justice white","second_dissenting",TRUE,"Vance v. Universal Amusement Co.",1980-05-12,"445 U.S. 308",1980,"1979-056",FALSE
"justice rehnquist","majority",FALSE,"California Bankers Assn. v. Shultz",1974-04-01,"416 U.S. 21",1974,"1973-085",FALSE
"justice powell","concurring",FALSE,"California Bankers Assn. v. Shultz",1974-04-01,"416 U.S. 21",1974,"1973-085",FALSE
"justice douglas","dissenting",FALSE,"California Bankers Assn. v. Shultz",1974-04-01,"416 U.S. 21",1974,"1973-085",FALSE
"justice brennan","second_dissenting",FALSE,"California Bankers Assn. v. Shultz",1974-04-01,"416 U.S. 21",1974,"1973-085",FALSE
"justice marshall","majority",FALSE,"Gwaltney of Smithfield, Ltd. v. Chesapeake Bay Foundation, Inc.",1987-12-01,"484 U.S. 49",1987,"1987-006",FALSE
"justice scalia","concurring",FALSE,"Gwaltney of Smithfield, Ltd. v. Chesapeake Bay Foundation, Inc.",1987-12-01,"484 U.S. 49",1987,"1987-006",FALSE
"justice marshall","majority",FALSE,"Underwriters Assur. Co. v. NC Guaranty Assn.",1982-03-24,"455 U.S. 691",1982,"1981-067",FALSE
"justice white","concurring",FALSE,"Underwriters Assur. Co. v. NC Guaranty Assn.",1982-03-24,"455 U.S. 691",1982,"1981-067",FALSE
"justice kennedy","majority",FALSE,"Burlington Industries, Inc. v. Ellerth",1998-06-26,"524 U.S. 742",1998,"1997-101",FALSE
"justice ginsburg","concurring",FALSE,"Burlington Industries, Inc. v. Ellerth",1998-06-26,"524 U.S. 742",1998,"1997-101",FALSE
"justice thomas","dissenting",FALSE,"Burlington Industries, Inc. v. Ellerth",1998-06-26,"524 U.S. 742",1998,"1997-101",FALSE
"justice stewart","majority",FALSE,"Brown v. GSA",1976-06-01,"425 U.S. 820",1976,"1975-103",FALSE
"justice stevens","dissenting",FALSE,"Brown v. GSA",1976-06-01,"425 U.S. 820",1976,"1975-103",FALSE
"justice powell","majority",FALSE,"Landreth Timber Co. v. Landreth",1985-05-28,"471 U.S. 681",1985,"1984-104",FALSE
"justice stevens","dissenting",FALSE,"Landreth Timber Co. v. Landreth",1985-05-28,"471 U.S. 681",1985,"1984-104",FALSE
"justice blackmun","majority",FALSE,"Port of Portland v. United States",1972-06-29,"408 U.S. 811",1972,"1971-179",FALSE
"justice thomas","majority",FALSE,"Freightliner Corp. v. Myrick",1995-04-18,"514 U.S. 280",1995,"1994-042",FALSE
"justice white","majority",FALSE,"American Broadcasting Cos. v. Writers Guild of America, West, Inc.",1978-06-21,"437 U.S. 411",1978,"1977-124",FALSE
"justice stewart","dissenting",FALSE,"American Broadcasting Cos. v. Writers Guild of America, West, Inc.",1978-06-21,"437 U.S. 411",1978,"1977-124",FALSE
"justice kennedy","majority",FALSE,"Dada v. Mukasey",2008-06-16,"554 U.S. 1",2008,"2007-056",FALSE
"justice scalia","dissenting",FALSE,"Dada v. Mukasey",2008-06-16,"554 U.S. 1",2008,"2007-056",FALSE
"justice alito","second_dissenting",FALSE,"Dada v. Mukasey",2008-06-16,"554 U.S. 1",2008,"2007-056",FALSE
"justice rehnquist","majority",FALSE,"McDonough Power Equipment, Inc. v. Greenwood",1984-01-18,"464 U.S. 548",1984,"1983-025",FALSE
"justice blackmun","concurring",FALSE,"McDonough Power Equipment, Inc. v. Greenwood",1984-01-18,"464 U.S. 548",1984,"1983-025",FALSE
"justice stevens","majority",FALSE,"Dixon v. United States",2006-06-22,"548 U.S. 1",2006,"2005-073",FALSE
"justice kennedy","concurring",FALSE,"Dixon v. United States",2006-06-22,"548 U.S. 1",2006,"2005-073",FALSE
"justice breyer","dissenting",FALSE,"Dixon v. United States",2006-06-22,"548 U.S. 1",2006,"2005-073",FALSE
"justice harlan","majority",FALSE,"United States v. WM Webb, Inc.",1970-04-06,"397 U.S. 179",1970,"1969-055",FALSE
"justice souter","majority",FALSE,"Lincoln v. Vigil",1993-05-24,"508 U.S. 182",1993,"1992-076",FALSE
"justice stevens","majority",FALSE,"Dunn v. Commodity Futures Trading Comm'n",1997-02-25,"519 U.S. 465",1997,"1996-030",FALSE
"justice scalia","concurring",FALSE,"Dunn v. Commodity Futures Trading Comm'n",1997-02-25,"519 U.S. 465",1997,"1996-030",FALSE
"justice white","majority",FALSE,"Storer v. Brown",1974-05-28,"415 U.S. 724",1974,"1973-080",FALSE
"justice brennan","dissenting",FALSE,"Storer v. Brown",1974-05-28,"415 U.S. 724",1974,"1973-080",FALSE
"justice marshall","majority",FALSE,"Goldberg v. Sweet",1989-01-10,"488 U.S. 252",1989,"1988-017",FALSE
"justice stevens","concurring",FALSE,"Goldberg v. Sweet",1989-01-10,"488 U.S. 252",1989,"1988-017",FALSE
"justice breyer","majority",FALSE,"Begay v. United States",2008-04-16,"553 U.S. 137",2008,"2007-033",FALSE
"justice scalia","concurring",FALSE,"Begay v. United States",2008-04-16,"553 U.S. 137",2008,"2007-033",FALSE
"justice alito","dissenting",FALSE,"Begay v. United States",2008-04-16,"553 U.S. 137",2008,"2007-033",FALSE
"justice white","majority",FALSE,"Ward v. Illinois",1977-06-09,"431 U.S. 767",1977,"1976-128",FALSE
"justice brennan","dissenting",FALSE,"Ward v. Illinois",1977-06-09,"431 U.S. 767",1977,"1976-128",FALSE
"justice stevens","second_dissenting",FALSE,"Ward v. Illinois",1977-06-09,"431 U.S. 767",1977,"1976-128",FALSE
"justice burger","majority",FALSE,"Paris Adult Theatre I v. Slaton",1973-10-09,"413 U.S. 49",1973,"1972-159",FALSE
"justice douglas","dissenting",FALSE,"Paris Adult Theatre I v. Slaton",1973-10-09,"413 U.S. 49",1973,"1972-159",FALSE
"justice brennan","second_dissenting",FALSE,"Paris Adult Theatre I v. Slaton",1973-10-09,"413 U.S. 49",1973,"1972-159",FALSE
"justice rehnquist","majority",FALSE,"Oklahoma Tax Comm'n v. Citizen Band of Potawatomi Tribe of Okla.",1991-02-26,"498 U.S. 505",1991,"1990-039",FALSE
"justice stevens","concurring",FALSE,"Oklahoma Tax Comm'n v. Citizen Band of Potawatomi Tribe of Okla.",1991-02-26,"498 U.S. 505",1991,"1990-039",FALSE
"justice blackmun","majority",FALSE,"Basic Inc. v. Levinson",1988-03-07,"485 U.S. 224",1988,"1987-046",FALSE
"justice powell","majority",FALSE,"Ristaino v. Ross",1976-03-03,"424 U.S. 589",1976,"1975-048",FALSE
"justice marshall","dissenting",FALSE,"Ristaino v. Ross",1976-03-03,"424 U.S. 589",1976,"1975-048",FALSE
"justice brennan","majority",FALSE,"Rutan v. Republican Party of Ill.",1990-08-30,"497 U.S. 62",1990,"1989-120",FALSE
"justice stevens","concurring",FALSE,"Rutan v. Republican Party of Ill.",1990-08-30,"497 U.S. 62",1990,"1989-120",FALSE
"justice scalia","dissenting",FALSE,"Rutan v. Republican Party of Ill.",1990-08-30,"497 U.S. 62",1990,"1989-120",FALSE
"justice ginsburg","majority",FALSE,"NRG Power Marketing, LLC v. Maine Pub. Util. Comm'n",2010-01-13,"558 U.S. 165",2010,"2009-019",FALSE
"justice stevens","dissenting",FALSE,"NRG Power Marketing, LLC v. Maine Pub. Util. Comm'n",2010-01-13,"558 U.S. 165",2010,"2009-019",FALSE
"justice stevens","majority",FALSE,"Elk Grove Unified School Dist. v. Newdow",2004-06-14,"542 U.S. 1",2004,"2003-069",FALSE
"justice rehnquist","concurring",FALSE,"Elk Grove Unified School Dist. v. Newdow",2004-06-14,"542 U.S. 1",2004,"2003-069",FALSE
"justice blackmun","majority",FALSE,"Thunder Basin Coal Co. v. Reich",1994-01-19,"510 U.S. 200",1994,"1993-014",FALSE
"justice scalia","concurring",FALSE,"Thunder Basin Coal Co. v. Reich",1994-01-19,"510 U.S. 200",1994,"1993-014",FALSE
"justice burger","majority",FALSE,"Milton v. Wainwright",1972-06-22,"407 U.S. 371",1972,"1971-151",FALSE
"justice stewart","dissenting",FALSE,"Milton v. Wainwright",1972-06-22,"407 U.S. 371",1972,"1971-151",FALSE
"justice alito","majority",FALSE,"Howes v. Fields",2012-02-21,"132 S. Ct. 1181",2012,"2011-023",FALSE
"justice brennan","majority",FALSE,"Burlington No. R. Co. v. Maintenance Employes",1987-04-28,"481 U.S. 429",1987,"1986-085",FALSE
"justice white","majority",FALSE,"Lugar v. Edmondson Oil Co.",1982-06-25,"457 U.S. 922",1982,"1981-144",FALSE
"justice burger","dissenting",FALSE,"Lugar v. Edmondson Oil Co.",1982-06-25,"457 U.S. 922",1982,"1981-144",FALSE
"justice powell","second_dissenting",FALSE,"Lugar v. Edmondson Oil Co.",1982-06-25,"457 U.S. 922",1982,"1981-144",FALSE
"justice kennedy","majority",FALSE,"Williams v. Taylor",2000-04-18,"529 U.S. 420",2000,"1999-050",FALSE
"justice powell","concurring",TRUE,"Reid v. Georgia",1980-06-30,"448 U.S. 438",1980,"1979-151",FALSE
"justice brennan","majority",FALSE,"Regional Rail Reorganization Act Cases",1974-12-16,"419 U.S. 102",1974,"1974-009",FALSE
"justice douglas","dissenting",FALSE,"Regional Rail Reorganization Act Cases",1974-12-16,"419 U.S. 102",1974,"1974-009",FALSE
"justice thomas","majority",FALSE,"United States v. Bean",2002-12-10,"537 U.S. 71",2002,"2002-008",FALSE
"justice kennedy","majority",FALSE,"Freeman v. United States",2011-06-23,"131 S. Ct. 2685",2011,"2010-078",FALSE
"justice sotomayor","concurring",FALSE,"Freeman v. United States",2011-06-23,"131 S. Ct. 2685",2011,"2010-078",FALSE
"justice roberts","dissenting",FALSE,"Freeman v. United States",2011-06-23,"131 S. Ct. 2685",2011,"2010-078",FALSE
"justice brennan","majority",FALSE,"Ballew v. Georgia",1978-03-21,"435 U.S. 223",1978,"1977-050",FALSE
"justice ginsburg","concurring",TRUE,"Lance v. Dennis",2006-02-21,"546 U.S. 459",2006,"2005-031",FALSE
"justice stevens","dissenting",TRUE,"Lance v. Dennis",2006-02-21,"546 U.S. 459",2006,"2005-031",FALSE
"justice harlan","dissenting",TRUE,"Lines v. Frederick",1970-11-09,"400 U.S. 18",1970,"1970-006",FALSE
"justice souter","majority",FALSE,"United States v. Wells",1997-02-26,"519 U.S. 482",1997,"1996-031",FALSE
"justice stevens","dissenting",FALSE,"United States v. Wells",1997-02-26,"519 U.S. 482",1997,"1996-031",FALSE
"justice rehnquist","majority",FALSE,"Schall v. Martin",1984-06-04,"467 U.S. 253",1984,"1983-111",FALSE
"justice marshall","dissenting",FALSE,"Schall v. Martin",1984-06-04,"467 U.S. 253",1984,"1983-111",FALSE
"justice burger","majority",FALSE,"Schreiber v. Burlington Northern, Inc.",1985-06-04,"472 U.S. 1",1985,"1984-113",FALSE
"justice rehnquist","majority",FALSE,"Paul v. Davis",1976-05-19,"424 U.S. 693",1976,"1975-056",FALSE
